datetime,rainfall,pv_capacity,temperature,solar_power,total_demand,time,date,forecast_demand,forecast_date
2010-01-02 16:30:00,0.0,1790,24.0,243.12,9294.07,1900-01-01 16:30:00,2010-01-02,8763.18,2010-01-01
2010-01-03 11:00:00,15.2,1790,18.3,311.08,8247.61,1900-01-01 11:00:00,2010-01-03,8411.3,2010-01-02
2010-01-04 11:00:00,0.2,1790,22.6,539.45,9468.92,1900-01-01 11:00:00,2010-01-04,9987.87,2010-01-03
2010-01-05 15:00:00,0.0,1790,26.1,445.8,10687.29,1900-01-01 15:00:00,2010-01-05,10685.05,2010-01-04
2010-01-06 16:00:00,0.0,1790,23.8,381.45,10879.15,1900-01-01 16:00:00,2010-01-06,10689.7,2010-01-05
2010-01-07 12:30:00,0.0,1790,23.1,454.125,9864.35,1900-01-01 12:30:00,2010-01-07,10015.76,2010-01-06
2010-01-08 16:00:00,0.4,1790,25.6,459.1,10659.19,1900-01-01 16:00:00,2010-01-08,10762.52,2010-01-07
2010-01-09 16:00:00,0.0,1790,34.4,354.83,11524.52,1900-01-01 16:00:00,2010-01-09,10525.52,2010-01-08
2010-01-10 15:00:00,0.0,1790,26.4,551.88,10976.44,1900-01-01 15:00:00,2010-01-10,10570.29,2010-01-09
2010-01-11 16:00:00,0.0,1790,25.8,348.55,11671.17,1900-01-01 16:00:00,2010-01-11,12244.08,2010-01-10
2010-01-12 16:00:00,0.0,1790,30.8,381.75,13700.02,1900-01-01 16:00:00,2010-01-12,13211.18,2010-01-11
2010-01-13 12:30:00,0.0,1790,26.1,724.2750000000001,12199.36,1900-01-01 12:30:00,2010-01-13,12291.92,2010-01-12
2010-01-14 15:00:00,8.2,1790,21.5,270.48,10118.95,1900-01-01 15:00:00,2010-01-14,9802.51,2010-01-13
2010-01-15 15:00:00,0.0,1790,24.2,513.42,10593.74,1900-01-01 15:00:00,2010-01-15,10804.25,2010-01-14
2010-01-16 13:00:00,0.0,1790,27.0,866.17,9625.75,1900-01-01 13:00:00,2010-01-16,9153.77,2010-01-15
2010-01-17 13:00:00,0.0,1790,24.4,658.92,9170.4,1900-01-01 13:00:00,2010-01-17,9387.16,2010-01-16
2010-01-18 10:00:00,0.2,1790,22.6,873.3,9840.73,1900-01-01 10:00:00,2010-01-18,9857.22,2010-01-17
2010-01-19 11:00:00,0.0,1790,22.6,1063.4,9695.51,1900-01-01 11:00:00,2010-01-19,10136.56,2010-01-18
2010-01-20 16:00:00,0.0,1790,28.4,501.08,10819.11,1900-01-01 16:00:00,2010-01-20,11156.15,2010-01-19
2010-01-21 16:00:00,0.0,1790,29.2,465.52,12758.95,1900-01-01 16:00:00,2010-01-21,11688.67,2010-01-20
2010-01-22 15:00:00,0.0,1790,35.0,669.88,13765.04,1900-01-01 15:00:00,2010-01-22,13280.38,2010-01-21
2010-01-23 14:00:00,0.0,1790,40.0,647.08,12278.96,1900-01-01 14:00:00,2010-01-23,12540.56,2010-01-22
2010-01-24 16:00:00,3.2,1790,22.8,319.27,9004.24,1900-01-01 16:00:00,2010-01-24,8742.51,2010-01-23
2010-01-25 16:00:00,0.0,1790,26.0,371.9,11418.89,1900-01-01 16:00:00,2010-01-25,11649.1,2010-01-24
2010-01-26 16:00:00,0.0,1790,28.8,413.4,11504.61,1900-01-01 16:00:00,2010-01-26,10078.01,2010-01-25
2010-01-27 13:30:00,0.0,1790,25.1,551.775,11681.57,1900-01-01 13:30:00,2010-01-27,11305.61,2010-01-26
2010-01-28 13:30:00,0.8,1790,25.8,238.03500000000005,11452.11,1900-01-01 13:30:00,2010-01-28,10942.3,2010-01-27
2010-01-29 15:30:00,13.4,1790,26.6,507.4,11453.22,1900-01-01 15:30:00,2010-01-29,12011.91,2010-01-28
2010-01-30 16:00:00,0.4,1790,25.3,419.25,9461.36,1900-01-01 16:00:00,2010-01-30,8975.22,2010-01-29
2010-01-31 15:30:00,0.0,1790,27.5,377.575,9749.46,1900-01-01 15:30:00,2010-01-31,8993.29,2010-01-30
2010-02-01 14:00:00,0.6,4221,28.1,702.6,11580.28,1900-01-01 14:00:00,2010-02-01,11337.64,2010-01-31
2010-02-02 12:30:00,0.0,4221,25.1,503.165,10625.12,1900-01-01 12:30:00,2010-02-02,10916.9,2010-02-01
2010-02-03 16:00:00,23.0,4221,26.5,357.42,11024.02,1900-01-01 16:00:00,2010-02-03,10897.85,2010-02-02
2010-02-04 13:30:00,10.6,4221,27.1,591.24,11138.52,1900-01-01 13:30:00,2010-02-04,11059.21,2010-02-03
2010-02-05 13:30:00,7.8,4221,27.9,423.9500000000001,11530.39,1900-01-01 13:30:00,2010-02-05,11170.32,2010-02-04
2010-02-06 11:00:00,37.0,4221,22.2,538.55,9326.52,1900-01-01 11:00:00,2010-02-06,9144.86,2010-02-05
2010-02-07 17:30:00,21.7,4221,23.3,55.79,9282.9,1900-01-01 17:30:00,2010-02-07,8999.42,2010-02-06
2010-02-08 16:00:00,6.4,4221,27.0,389.58,11299.68,1900-01-01 16:00:00,2010-02-08,11360.33,2010-02-07
2010-02-09 16:00:00,1.0,4221,27.3,408.5,11879.3,1900-01-01 16:00:00,2010-02-09,11538.09,2010-02-08
2010-02-10 16:00:00,0.5000000000000012,4221,27.5,425.23,12394.02,1900-01-01 16:00:00,2010-02-10,12143.38,2010-02-09
2010-02-11 15:00:00,0.0,4221,28.1,437.62,12606.64,1900-01-01 15:00:00,2010-02-11,12534.35,2010-02-10
2010-02-12 16:00:00,0.0,4221,29.87142857142857,223.4,13134.81,1900-01-01 16:00:00,2010-02-12,13693.67,2010-02-11
2010-02-13 11:00:00,3.533333333333338,4221,24.0,570.4,9696.85,1900-01-01 11:00:00,2010-02-13,9723.17,2010-02-12
2010-02-14 17:00:00,7.066666666666678,4221,27.0,76.22,9719.52,1900-01-01 17:00:00,2010-02-14,8996.51,2010-02-13
2010-02-15 16:00:00,10.6,4221,29.2,353.77,12043.83,1900-01-01 16:00:00,2010-02-15,11422.12,2010-02-14
2010-02-16 13:30:00,0.0,4221,25.1,561.135,10450.24,1900-01-01 13:30:00,2010-02-16,11216.72,2010-02-15
2010-02-17 16:00:00,0.0,4221,23.6,398.55,10621.94,1900-01-01 16:00:00,2010-02-17,10835.54,2010-02-16
2010-02-18 14:00:00,0.0,4221,23.0,565.4,10150.35,1900-01-01 14:00:00,2010-02-18,10513.14,2010-02-17
2010-02-19 12:30:00,0.0,4221,24.9,620.025,10138.04,1900-01-01 12:30:00,2010-02-19,10223.09,2010-02-18
2010-02-20 15:30:00,0.0,4221,26.7,509.89,9724.24,1900-01-01 15:30:00,2010-02-20,9558.33,2010-02-19
2010-02-21 17:00:00,0.0,4221,29.6,169.23,10992.0,1900-01-01 17:00:00,2010-02-21,9689.2,2010-02-20
2010-02-22 15:30:00,0.0,4221,34.7,465.875,13377.27,1900-01-01 15:30:00,2010-02-22,13086.88,2010-02-21
2010-02-23 11:30:00,0.0,4221,24.3,601.36,11563.93,1900-01-01 11:30:00,2010-02-23,11867.61,2010-02-22
2010-02-24 11:00:00,0.0,4221,22.8,469.95,10103.82,1900-01-01 11:00:00,2010-02-24,10497.79,2010-02-23
2010-02-25 11:00:00,0.0,4221,24.3,815.58,10251.46,1900-01-01 11:00:00,2010-02-25,10142.97,2010-02-24
2010-02-26 11:00:00,0.0,4221,23.7,572.75,10217.14,1900-01-01 11:00:00,2010-02-26,10201.83,2010-02-25
2010-02-27 16:00:00,0.0,4221,27.3,365.17,10028.25,1900-01-01 16:00:00,2010-02-27,9914.74,2010-02-26
2010-02-28 14:00:00,0.0,4221,25.3,301.98,9513.77,1900-01-01 14:00:00,2010-02-28,9696.42,2010-02-27
2010-03-01 11:00:00,4.4,7567,18.7,216.9,9813.83,1900-01-01 11:00:00,2010-03-01,9828.02,2010-02-28
2010-03-02 10:30:00,1.4,7567,20.8,489.05,9559.15,1900-01-01 10:30:00,2010-03-02,9899.32,2010-03-01
2010-03-03 11:00:00,0.0,7567,21.6,632.75,9806.22,1900-01-01 11:00:00,2010-03-03,9890.69,2010-03-02
2010-03-04 16:00:00,7.399999999999974,7567,24.8,296.17,10110.66,1900-01-01 16:00:00,2010-03-04,10418.92,2010-03-03
2010-03-05 09:30:00,14.800000000000024,7567,25.0,375.785,10338.46,1900-01-01 09:30:00,2010-03-05,10016.12,2010-03-04
2010-03-06 16:00:00,22.2,7567,27.0,283.98,9859.15,1900-01-01 16:00:00,2010-03-06,9557.3,2010-03-05
2010-03-07 12:00:00,0.2,7567,25.6,667.22,9182.18,1900-01-01 12:00:00,2010-03-07,8824.31,2010-03-06
2010-03-08 16:00:00,0.8,7567,29.7,181.77,11054.9,1900-01-01 16:00:00,2010-03-08,10716.54,2010-03-07
2010-03-09 16:00:00,0.2,7567,29.2,314.9,10747.42,1900-01-01 16:00:00,2010-03-09,11059.28,2010-03-08
2010-03-10 09:30:00,0.0,7567,19.9,299.505,9913.53,1900-01-01 09:30:00,2010-03-10,9856.61,2010-03-09
2010-03-11 11:00:00,0.0,7567,21.5,689.05,9612.66,1900-01-01 11:00:00,2010-03-11,9839.56,2010-03-10
2010-03-12 10:00:00,0.0,7567,21.9,693.15,9735.27,1900-01-01 10:00:00,2010-03-12,9638.95,2010-03-11
2010-03-13 10:00:00,0.0,7567,21.5,646.6,8823.41,1900-01-01 10:00:00,2010-03-13,9043.93,2010-03-12
2010-03-14 19:00:00,1.4,7567,21.0,0.0,8559.36,1900-01-01 19:00:00,2010-03-14,8618.23,2010-03-13
2010-03-15 13:30:00,0.0,7567,25.5,667.39,10098.36,1900-01-01 13:30:00,2010-03-15,10000.16,2010-03-14
2010-03-16 15:30:00,0.0,7567,25.4,401.435,10262.78,1900-01-01 15:30:00,2010-03-16,10358.22,2010-03-15
2010-03-17 15:30:00,0.0,7567,25.5,415.045,10325.68,1900-01-01 15:30:00,2010-03-17,10250.63,2010-03-16
2010-03-18 16:00:00,0.0,7567,26.2,279.98,10438.12,1900-01-01 16:00:00,2010-03-18,10471.23,2010-03-17
2010-03-19 16:00:00,0.0,7567,28.9,281.48,10831.75,1900-01-01 16:00:00,2010-03-19,10444.29,2010-03-18
2010-03-20 16:00:00,0.0,7567,29.2,269.98,10045.89,1900-01-01 16:00:00,2010-03-20,9984.04,2010-03-19
2010-03-21 19:00:00,0.0,7567,30.8,0.0,10102.26,1900-01-01 19:00:00,2010-03-21,9845.01,2010-03-20
2010-03-22 13:30:00,0.0,7567,23.26,608.35,10358.94,1900-01-01 13:30:00,2010-03-22,10253.53,2010-03-21
2010-03-23 16:00:00,0.0,7567,26.5,246.45,10861.24,1900-01-01 16:00:00,2010-03-23,10678.58,2010-03-22
2010-03-24 14:00:00,0.0,7567,24.7,502.08,10373.77,1900-01-01 14:00:00,2010-03-24,10388.15,2010-03-23
2010-03-25 15:30:00,0.0,7567,25.1,342.96,10597.84,1900-01-01 15:30:00,2010-03-25,10673.34,2010-03-24
2010-03-26 15:30:00,0.0,7567,30.5,267.34000000000003,11592.51,1900-01-01 15:30:00,2010-03-26,11154.27,2010-03-25
2010-03-27 15:30:00,0.0,7567,25.0,258.485,9799.45,1900-01-01 15:30:00,2010-03-27,9972.48,2010-03-26
2010-03-28 15:30:00,0.0,7567,25.8,299.525,9819.44,1900-01-01 15:30:00,2010-03-28,10052.48,2010-03-27
2010-03-29 11:00:00,0.0,7567,26.8,355.62,10652.74,1900-01-01 11:00:00,2010-03-29,10405.71,2010-03-28
2010-03-30 11:00:00,6.0,7567,20.9,194.15,10221.29,1900-01-01 11:00:00,2010-03-30,10175.33,2010-03-29
2010-03-31 10:00:00,63.0,7567,20.4,333.17,9851.39,1900-01-01 10:00:00,2010-03-31,10026.9,2010-03-30
2010-04-01 13:00:00,0.0,11390,24.0,690.12,9634.49,1900-01-01 13:00:00,2010-04-01,9751.73,2010-03-31
2010-04-02 18:30:00,0.0,11390,19.7,0.0,8236.87,1900-01-01 18:30:00,2010-04-02,8261.75,2010-04-01
2010-04-03 09:30:00,0.0,11390,21.3,533.535,8317.03,1900-01-01 09:30:00,2010-04-03,8378.14,2010-04-02
2010-04-04 18:30:00,2.6,11390,17.9,0.0,8240.28,1900-01-01 18:30:00,2010-04-04,8261.4,2010-04-03
2010-04-05 18:30:00,0.4,11390,18.4,0.0,8838.39,1900-01-01 18:30:00,2010-04-05,8897.03,2010-04-04
2010-04-06 18:30:00,0.0,11390,19.9,0.0,9755.45,1900-01-01 18:30:00,2010-04-06,9853.5,2010-04-05
2010-04-07 18:30:00,0.6666666666666621,11390,22.3,0.0,9789.56,1900-01-01 18:30:00,2010-04-07,9752.51,2010-04-06
2010-04-08 18:30:00,1.333333333333338,11390,20.6,0.0,9909.16,1900-01-01 18:30:00,2010-04-08,9818.8,2010-04-07
2010-04-09 10:30:00,2.0,11390,21.7,703.2,9621.02,1900-01-01 10:30:00,2010-04-09,9792.48,2010-04-08
2010-04-10 18:30:00,0.0,11390,22.6,0.0,8946.08,1900-01-01 18:30:00,2010-04-10,9090.01,2010-04-09
2010-04-11 18:30:00,0.0,11390,22.9,0.0,8841.74,1900-01-01 18:30:00,2010-04-11,8995.66,2010-04-10
2010-04-12 18:30:00,0.0,11390,16.3,0.0,9755.15,1900-01-01 18:30:00,2010-04-12,9996.58,2010-04-11
2010-04-13 18:30:00,0.0,11390,16.4,0.0,9805.49,1900-01-01 18:30:00,2010-04-13,9891.41,2010-04-12
2010-04-14 18:30:00,0.0,11390,19.4,0.0,9789.42,1900-01-01 18:30:00,2010-04-14,9841.66,2010-04-13
2010-04-15 18:30:00,0.0,11390,19.9,0.0,9827.25,1900-01-01 18:30:00,2010-04-15,9920.85,2010-04-14
2010-04-16 12:00:00,0.0,11390,20.5,364.88,9673.39,1900-01-01 12:00:00,2010-04-16,9555.13,2010-04-15
2010-04-17 18:30:00,0.0,11390,18.7,0.0,9042.68,1900-01-01 18:30:00,2010-04-17,8980.01,2010-04-16
2010-04-18 18:30:00,0.0,11390,20.3,0.0,9074.94,1900-01-01 18:30:00,2010-04-18,9031.07,2010-04-17
2010-04-19 18:30:00,0.0,11390,19.2,0.0,10219.65,1900-01-01 18:30:00,2010-04-19,10213.91,2010-04-18
2010-04-20 18:00:00,0.0,11390,21.1,0.0,10099.34,1900-01-01 18:00:00,2010-04-20,10361.19,2010-04-19
2010-04-21 18:30:00,0.0,11390,20.8,0.0,10021.37,1900-01-01 18:30:00,2010-04-21,10125.6,2010-04-20
2010-04-22 18:30:00,0.0,11390,21.1,0.0,10192.43,1900-01-01 18:30:00,2010-04-22,10067.63,2010-04-21
2010-04-23 14:30:00,0.0,11390,29.7,380.05,9873.68,1900-01-01 14:30:00,2010-04-23,9773.33,2010-04-22
2010-04-24 18:30:00,0.0,11390,21.8,0.0,8914.15,1900-01-01 18:30:00,2010-04-24,8897.47,2010-04-23
2010-04-25 18:30:00,-6.883382752675972e-16,11390,17.4,0.0,8702.75,1900-01-01 18:30:00,2010-04-25,9107.22,2010-04-24
2010-04-26 18:30:00,-3.441691376337985e-16,11390,14.0,0.0,9173.9,1900-01-01 18:30:00,2010-04-26,8804.72,2010-04-25
2010-04-27 18:30:00,-6.883382752675972e-16,11390,16.0,0.0,10227.81,1900-01-01 18:30:00,2010-04-27,10297.52,2010-04-26
2010-04-28 18:30:00,0.0,11390,19.8,0.0,9914.36,1900-01-01 18:30:00,2010-04-28,10284.91,2010-04-27
2010-04-29 18:30:00,0.0,11390,19.6,0.0,10047.07,1900-01-01 18:30:00,2010-04-29,10095.03,2010-04-28
2010-04-30 18:00:00,0.0,11390,18.1,0.0,9993.32,1900-01-01 18:00:00,2010-04-30,10147.45,2010-04-29
2010-05-01 18:30:00,0.0,16269,17.3,0.0,9130.96,1900-01-01 18:30:00,2010-05-01,9344.76,2010-04-30
2010-05-02 18:30:00,0.0,16269,16.7,0.0,9257.33,1900-01-01 18:30:00,2010-05-02,9238.42,2010-05-01
2010-05-03 18:00:00,0.0,16269,18.9,0.0,10251.33,1900-01-01 18:00:00,2010-05-03,10328.86,2010-05-02
2010-05-04 18:30:00,0.0,16269,20.7,0.0,10125.57,1900-01-01 18:30:00,2010-05-04,10019.91,2010-05-03
2010-05-05 18:30:00,0.0,16269,15.2,0.0,10226.26,1900-01-01 18:30:00,2010-05-05,10090.0,2010-05-04
2010-05-06 18:30:00,1.0,16269,15.2,0.0,10351.52,1900-01-01 18:30:00,2010-05-06,10322.29,2010-05-05
2010-05-07 18:00:00,0.0,16269,14.2,0.0,9959.11,1900-01-01 18:00:00,2010-05-07,10081.65,2010-05-06
2010-05-08 18:30:00,0.0,16269,15.5,0.0,9303.68,1900-01-01 18:30:00,2010-05-08,9487.87,2010-05-07
2010-05-09 18:30:00,0.0,16269,18.2,0.0,9095.66,1900-01-01 18:30:00,2010-05-09,9352.3,2010-05-08
2010-05-10 18:00:00,0.0,16269,19.2,0.0,10268.92,1900-01-01 18:00:00,2010-05-10,10405.33,2010-05-09
2010-05-11 18:00:00,0.0,16269,20.3,0.0,10294.59,1900-01-01 18:00:00,2010-05-11,10083.4,2010-05-10
2010-05-12 18:00:00,0.0,16269,15.0,0.0,10745.74,1900-01-01 18:00:00,2010-05-12,10600.97,2010-05-11
2010-05-13 18:30:00,0.0,16269,16.2,0.0,10747.02,1900-01-01 18:30:00,2010-05-13,10889.43,2010-05-12
2010-05-14 18:00:00,0.0,16269,16.0,0.0,10463.06,1900-01-01 18:00:00,2010-05-14,10167.39,2010-05-13
2010-05-15 18:00:00,0.0,16269,16.6,0.0,9732.1,1900-01-01 18:00:00,2010-05-15,9566.68,2010-05-14
2010-05-16 18:30:00,0.0,16269,14.2,0.0,9919.82,1900-01-01 18:30:00,2010-05-16,9911.74,2010-05-15
2010-05-17 18:00:00,0.2,16269,14.9,0.0,11346.36,1900-01-01 18:00:00,2010-05-17,10947.91,2010-05-16
2010-05-18 18:00:00,20.6,16269,13.9,0.0,11303.47,1900-01-01 18:00:00,2010-05-18,11202.4,2010-05-17
2010-05-19 18:00:00,7.4,16269,13.3,0.0,10968.15,1900-01-01 18:00:00,2010-05-19,11349.0,2010-05-18
2010-05-20 18:00:00,3.7,16269,13.5,0.0,10888.93,1900-01-01 18:00:00,2010-05-20,10877.36,2010-05-19
2010-05-21 18:00:00,0.0,16269,14.9,0.0,10633.79,1900-01-01 18:00:00,2010-05-21,10622.07,2010-05-20
2010-05-22 18:00:00,0.4,16269,14.5,0.0,10304.9,1900-01-01 18:00:00,2010-05-22,10289.27,2010-05-21
2010-05-23 18:30:00,0.0,16269,12.6,0.0,10535.32,1900-01-01 18:30:00,2010-05-23,9944.51,2010-05-22
2010-05-24 18:00:00,0.0,16269,15.0,0.0,11422.97,1900-01-01 18:00:00,2010-05-24,10974.22,2010-05-23
2010-05-25 18:00:00,2.4,16269,15.2,0.0,11196.83,1900-01-01 18:00:00,2010-05-25,11460.42,2010-05-24
2010-05-26 18:00:00,9.0,16269,17.2,0.0,11460.55,1900-01-01 18:00:00,2010-05-26,11256.13,2010-05-25
2010-05-27 18:30:00,35.2,16269,15.8,0.0,11081.58,1900-01-01 18:30:00,2010-05-27,11134.94,2010-05-26
2010-05-28 18:00:00,2.4,16269,15.0,0.0,10598.6,1900-01-01 18:00:00,2010-05-28,10797.49,2010-05-27
2010-05-29 18:00:00,3.2,16269,15.0,0.0,10399.93,1900-01-01 18:00:00,2010-05-29,10448.41,2010-05-28
2010-05-30 18:00:00,8.5,16269,14.9,0.0,10406.22,1900-01-01 18:00:00,2010-05-30,10515.53,2010-05-29
2010-05-31 18:00:00,13.8,16269,15.2,0.0,11422.61,1900-01-01 18:00:00,2010-05-31,11499.24,2010-05-30
2010-06-01 18:00:00,6.899999999999931,22631,12.9,0.0,11168.48,1900-01-01 18:00:00,2010-06-01,11485.42,2010-05-31
2010-06-02 18:00:00,0.0,22631,16.0,0.0,11081.29,1900-01-01 18:00:00,2010-06-02,11159.36,2010-06-01
2010-06-03 18:00:00,17.6,22631,17.3,0.0,11260.84,1900-01-01 18:00:00,2010-06-03,11134.69,2010-06-02
2010-06-04 18:00:00,35.2,22631,14.4,0.0,11191.34,1900-01-01 18:00:00,2010-06-04,10796.0,2010-06-03
2010-06-05 18:00:00,19.8,22631,15.2,0.0,10180.12,1900-01-01 18:00:00,2010-06-05,10386.55,2010-06-04
2010-06-06 18:30:00,0.0,22631,12.7,0.0,10840.73,1900-01-01 18:30:00,2010-06-06,10583.41,2010-06-05
2010-06-07 18:00:00,0.2,22631,13.0,0.0,11999.54,1900-01-01 18:00:00,2010-06-07,11640.51,2010-06-06
2010-06-08 18:00:00,0.0,22631,13.0,0.0,11686.68,1900-01-01 18:00:00,2010-06-08,11634.88,2010-06-07
2010-06-09 18:00:00,0.0,22631,12.1,0.0,12065.1,1900-01-01 18:00:00,2010-06-09,11967.49,2010-06-08
2010-06-10 19:00:00,0.0,22631,11.2,0.0,12008.32,1900-01-01 19:00:00,2010-06-10,11866.33,2010-06-09
2010-06-11 18:00:00,0.0,22631,12.5,0.0,11817.31,1900-01-01 18:00:00,2010-06-11,11938.87,2010-06-10
2010-06-12 18:00:00,0.0,22631,11.8,0.0,11293.94,1900-01-01 18:00:00,2010-06-12,10972.76,2010-06-11
2010-06-13 18:30:00,0.0,22631,9.8,0.0,10991.36,1900-01-01 18:30:00,2010-06-13,11451.99,2010-06-12
2010-06-14 18:30:00,0.0,22631,9.0,0.0,11532.19,1900-01-01 18:30:00,2010-06-14,11057.87,2010-06-13
2010-06-15 18:00:00,0.0,22631,11.3,0.0,12095.6,1900-01-01 18:00:00,2010-06-15,12319.03,2010-06-14
2010-06-16 18:00:00,0.0,22631,13.9,0.0,11616.31,1900-01-01 18:00:00,2010-06-16,11946.38,2010-06-15
2010-06-17 18:00:00,0.0,22631,14.5,0.0,11839.86,1900-01-01 18:00:00,2010-06-17,11535.7,2010-06-16
2010-06-18 18:30:00,0.0,22631,10.3,0.0,11528.12,1900-01-01 18:30:00,2010-06-18,11725.27,2010-06-17
2010-06-19 18:30:00,0.0,22631,14.0,0.0,10864.03,1900-01-01 18:30:00,2010-06-19,11060.04,2010-06-18
2010-06-20 18:30:00,0.0,22631,9.5,0.0,10903.94,1900-01-01 18:30:00,2010-06-20,10973.18,2010-06-19
2010-06-21 18:00:00,0.0,22631,13.3,0.0,12119.29,1900-01-01 18:00:00,2010-06-21,12015.96,2010-06-20
2010-06-22 18:00:00,0.0,22631,13.3,0.0,11953.04,1900-01-01 18:00:00,2010-06-22,12032.25,2010-06-21
2010-06-23 18:00:00,0.2,22631,13.3,0.0,11786.99,1900-01-01 18:00:00,2010-06-23,12069.39,2010-06-22
2010-06-24 18:00:00,18.8,22631,12.6,0.0,11362.0,1900-01-01 18:00:00,2010-06-24,11964.4,2010-06-23
2010-06-25 18:00:00,0.0,22631,16.3,0.0,11018.5,1900-01-01 18:00:00,2010-06-25,11424.59,2010-06-24
2010-06-26 18:30:00,3.4,22631,13.5,0.0,10593.48,1900-01-01 18:30:00,2010-06-26,10902.73,2010-06-25
2010-06-27 18:30:00,0.0,22631,10.7,0.0,11560.79,1900-01-01 18:30:00,2010-06-27,10923.31,2010-06-26
2010-06-28 18:30:00,0.0,22631,6.5,0.0,12829.69,1900-01-01 18:30:00,2010-06-28,12176.48,2010-06-27
2010-06-29 18:30:00,0.0,22631,4.9,0.0,13176.33,1900-01-01 18:30:00,2010-06-29,12847.12,2010-06-28
2010-06-30 18:30:00,0.0,22631,10.7,0.0,13037.62,1900-01-01 18:30:00,2010-06-30,13106.15,2010-06-29
2010-07-01 18:30:00,0.0,29457,7.0,0.0,12744.95,1900-01-01 18:30:00,2010-07-01,13091.0,2010-06-30
2010-07-02 18:00:00,0.0,29457,10.6,0.0,12908.12,1900-01-01 18:00:00,2010-07-02,12633.77,2010-07-01
2010-07-03 18:30:00,0.8,29457,8.0,0.0,11682.35,1900-01-01 18:30:00,2010-07-03,11827.37,2010-07-02
2010-07-04 18:30:00,0.0,29457,12.9,0.0,11411.94,1900-01-01 18:30:00,2010-07-04,11771.09,2010-07-03
2010-07-05 18:00:00,0.0,29457,11.5,0.0,12386.49,1900-01-01 18:00:00,2010-07-05,11968.85,2010-07-04
2010-07-06 18:30:00,0.6,29457,12.5,0.0,12195.8,1900-01-01 18:30:00,2010-07-06,12605.31,2010-07-05
2010-07-07 18:30:00,0.0,29457,13.2,0.0,12168.86,1900-01-01 18:30:00,2010-07-07,12327.63,2010-07-06
2010-07-08 18:30:00,0.0,29457,12.0,0.0,12158.8,1900-01-01 18:30:00,2010-07-08,12319.65,2010-07-07
2010-07-09 18:00:00,0.6,29457,13.8,0.0,11570.54,1900-01-01 18:00:00,2010-07-09,11884.15,2010-07-08
2010-07-10 18:00:00,1.4,29457,13.2,0.0,10856.63,1900-01-01 18:00:00,2010-07-10,10763.38,2010-07-09
2010-07-11 18:30:00,0.0,29457,15.5,0.0,10589.15,1900-01-01 18:30:00,2010-07-11,10879.87,2010-07-10
2010-07-12 18:30:00,0.6,29457,12.3,0.0,11579.28,1900-01-01 18:30:00,2010-07-12,12036.32,2010-07-11
2010-07-13 18:00:00,0.0,29457,15.9,0.0,11449.75,1900-01-01 18:00:00,2010-07-13,11442.05,2010-07-12
2010-07-14 18:30:00,2.8,29457,13.8,0.0,11364.2,1900-01-01 18:30:00,2010-07-14,11488.78,2010-07-13
2010-07-15 18:30:00,0.0,29457,12.7,0.0,11661.01,1900-01-01 18:30:00,2010-07-15,11576.5,2010-07-14
2010-07-16 18:30:00,0.0,29457,8.9,0.0,11537.79,1900-01-01 18:30:00,2010-07-16,11652.02,2010-07-15
2010-07-17 18:30:00,0.0,29457,10.8,0.0,10948.32,1900-01-01 18:30:00,2010-07-17,10953.1,2010-07-16
2010-07-18 18:30:00,0.0,29457,9.3,0.0,10978.81,1900-01-01 18:30:00,2010-07-18,11168.22,2010-07-17
2010-07-19 18:30:00,0.0,29457,10.8,0.0,12507.58,1900-01-01 18:30:00,2010-07-19,12756.3,2010-07-18
2010-07-20 18:30:00,1.000000000000001,29457,10.4,0.0,12408.64,1900-01-01 18:30:00,2010-07-20,12694.54,2010-07-19
2010-07-21 18:30:00,2.0,29457,7.8,0.0,12612.76,1900-01-01 18:30:00,2010-07-21,12513.34,2010-07-20
2010-07-22 18:30:00,0.0,29457,11.7,0.0,12616.29,1900-01-01 18:30:00,2010-07-22,12702.99,2010-07-21
2010-07-23 18:30:00,0.0,29457,13.45,0.0,11616.84,1900-01-01 18:30:00,2010-07-23,12138.81,2010-07-22
2010-07-24 18:30:00,0.4,29457,11.0,0.0,10890.82,1900-01-01 18:30:00,2010-07-24,11130.87,2010-07-23
2010-07-25 18:30:00,0.2,29457,11.3,0.0,11197.84,1900-01-01 18:30:00,2010-07-25,11379.9,2010-07-24
2010-07-26 18:30:00,6.2,29457,12.2,0.0,12141.07,1900-01-01 18:30:00,2010-07-26,12478.05,2010-07-25
2010-07-27 18:30:00,0.0,29457,11.3,0.0,11931.4,1900-01-01 18:30:00,2010-07-27,12292.09,2010-07-26
2010-07-28 18:00:00,3.6,29457,13.9,0.0,12155.64,1900-01-01 18:00:00,2010-07-28,11966.98,2010-07-27
2010-07-29 18:30:00,21.2,29457,14.0,0.0,11835.47,1900-01-01 18:30:00,2010-07-29,11546.28,2010-07-28
2010-07-30 18:00:00,4.2,29457,19.1,0.0,10719.16,1900-01-01 18:00:00,2010-07-30,10655.57,2010-07-29
2010-07-31 18:30:00,2.1,29457,16.0,0.0,9962.35,1900-01-01 18:30:00,2010-07-31,10490.6,2010-07-30
2010-08-01 19:00:00,0.0,36742,13.0,0.0,10440.03,1900-01-01 19:00:00,2010-08-01,10603.55,2010-07-31
2010-08-02 18:30:00,0.0,36742,12.2,0.0,12508.11,1900-01-01 18:30:00,2010-08-02,12191.53,2010-08-01
